name,state,district,language,gender,link
IISc_VaaniProject_M_AP_Chittoor_Jasi03032_0727150000_KTDKATES_219783_6219_10155.wav,AndhraPradesh,Chittoor,Tamil,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_27f0b67c.html
IISc_VaaniProject_M_AP_Chittoor_Jasi03032_0633050000_JKJEV_370364_8740_14208.wav,AndhraPradesh,Chittoor,Tamil,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_a0cd675d.html
IISc_VaaniProject_M_AP_Chittoor_Jasi03032_0633050000_JKJEV_370364_14356_18519.wav,AndhraPradesh,Chittoor,Tamil,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_5c06afca.html
IISc_VaaniProject_M_RJ_Churu_Raju56098_0839470000_RJCHMA_329753_419_2911.wav,Rajasthan,Churu,Rajasthani,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_99bd8e9a.html
IISc_VaaniProject_M_RJ_Churu_Sima09036_0937060000_TGKBK_92824_5403_9607.wav,Rajasthan,Churu,Rajasthani,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_f83b890f.html
IISc_VaaniProject_M_RJ_Churu_Alan46409_1643570000_RJCHWOHS_330394_3473_5552.wav,Rajasthan,Churu,Rajasthani,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_159e14b5.html
IISc_VaaniProject_M_RJ_Churu_Aash32721_0105000000_BHVSBO_338106_10907_15586.wav,Rajasthan,Churu,Rajasthani,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_27a443a5.html
IISc_VaaniProject_M_KA_DakshinKannada_Devi94069_1437460000_TGKTE_8018_15417_23095.wav,Karnataka,DakshinaKannada,Tulu,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_7a7c5c91.html
IISc_VaaniProject_M_KA_DakshinKannada_Devi94069_1448570000_KTDKAAC_27402_19269_22614.wav,Karnataka,DakshinaKannada,Tulu,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_40182c1b.html
IISc_VaaniProject_M_BR_Darbhanga_Mk38033_0729060000_BHGJAUR_4753_18186_19933.wav,Bihar,Darbhanga,Urdu,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_8b1afa68.html
IISc_VaaniProject_S_MadhyaPradesh_Dhar_191665_19096899_Dhar-SPECIFIC_00016_5490_11012.wav,MadhyaPradesh,Dhar,Malvi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_b7a7fafb.html
IISc_VaaniProject_S_MadhyaPradesh_Dhar_191665_19096927_Dhar-SPECIFIC_00040_7160_12020.wav,MadhyaPradesh,Dhar,Malvi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_58ea730f.html
IISc_VaaniProject_S_MadhyaPradesh_Dhar_191665_19096923_Dhar-SPECIFIC_00035_6450_13304.wav,MadhyaPradesh,Dhar,Malvi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_2fdc466d.html
IISc_VaaniProject_S_MadhyaPradesh_Dhar_191665_19096901_Dhar-SPECIFIC_00017_14137_21280.wav,MadhyaPradesh,Dhar,Malvi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_f8c7a673.html
IISc_VaaniProject_S_Karnataka_Dharwad_147878_13398996_KTDHOTHER_299129_7676_14179.wav,Karnataka,Dharwad,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_57bb06e7.html
IISc_VaaniProject_S_Karnataka_Dharwad_92343_10816193_KTDHCH_9074_12627_18731.wav,Karnataka,Dharwad,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_4269306b.html
IISc_VaaniProject_S_Karnataka_Dharwad_92343_10819178_KTDHCOS_32965_92_9885.wav,Karnataka,Dharwad,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_39124601.html
IISc_VaaniProject_S_Karnataka_Dharwad_92343_10811707_KTDHBE_8959_9541_20021.wav,Karnataka,Dharwad,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_d60ab0e6.html
IISc_VaaniProject_S_AP_Guntur_91720_10732342_TGNLSH_14874_12780_20045.wav,AndhraPradesh,Guntur,Bengali,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_78de337b.html
IISc_VaaniProject_S_AP_Guntur_91720_10732452_KTDHVEM_416_9714_20425.wav,AndhraPradesh,Guntur,Bengali,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_45e82473.html
IISc_VaaniProject_S_AP_Guntur_112672_11711711_CGKDOTHER_301479_11129_19534.wav,AndhraPradesh,Guntur,Telugu,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_017f0b1a.html
IISc_VaaniProject_S_AP_Guntur_109128_11586964_BHECHCOS_356592_79_11307.wav,AndhraPradesh,Guntur,Telugu,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c8fbfe0b.html
IISc_VaaniProject_S_AP_Guntur_109128_11586964_BHECHCOS_356592_11347_17651.wav,AndhraPradesh,Guntur,Telugu,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_8525709e.html
IISc_VaaniProject_M_UP_Hamirpur_Yash39722_0756330000_UPHTHP_377739_419_8768.wav,UttarPradesh,Hamirpur,Bundeli,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_54fc69c0.html
IISc_VaaniProject_M_UP_Hamirpur_Ashw39721_1558360000_UPHEV_222909_4915_13284.wav,UttarPradesh,Hamirpur,Bundeli,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_193fbcb2.html
IISc_VaaniProject_M_UP_Hamirpur_Ashw39721_1545070000_UPHRI_223121_1232_7339.wav,UttarPradesh,Hamirpur,Bundeli,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_42bbe9b0.html
IISc_VaaniProject_M_UP_Hamirpur_Ashw39721_1732010000_UPHMO_377230_203_5281.wav,UttarPradesh,Hamirpur,Bundeli,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_dcf7cd56.html
IISc_VaaniProject_M_UP_Hamirpur_Ashw39721_1535580000_CGKDCO_226419_12160_14408.wav,UttarPradesh,Hamirpur,Bundeli,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_97537434.html
IISc_VaaniProject_M_UP_Jalaun_Moha55357_1127150000_UPVNFL_203466_20874_24320.wav,UttarPradesh,Jalaun,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_4f9d2a35.html
IISc_VaaniProject_S_Jharkhand_Jamtara_103443_11209370_JKJTA_313940_12643_14078.wav,Jharkhand,Jamtara,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_31c02c3d.html
IISc_VaaniProject_S_Jharkhand_Jamtara_103443_11210395_JKJTNT_165046_565_8805.wav,Jharkhand,Jamtara,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_07a09ef2.html
IISc_VaaniProject_S_Jharkhand_Jamtara_103443_11210395_JKJTNT_165046_9105_14622.wav,Jharkhand,Jamtara,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_7010b925.html
IISc_VaaniProject_S_Jharkhand_Jamtara_104425_11244036_JKJICC_313514_260_13386.wav,Jharkhand,Jamtara,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_0624e23e.html
IISc_VaaniProject_S_Jharkhand_Jamtara_104425_11244036_JKJICC_313514_13689_20291.wav,Jharkhand,Jamtara,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_1e44216f.html
IISc_VaaniProject_M_UP_JyotibaPhuleNagar_Umer22896_1633370000_BHGJTO_192503_14967_19264.wav,UttarPradesh,JyotibaPhuleNagar,Urdu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_5540e03e.html
IISc_VaaniProject_M_CG_Kabirdham_Kaus03362_0924530000_CGKDCG_94693_16290_20691.wav,Chhattisgarh,Kabirdham,Chhattisgarhi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_071ba111.html
IISc_VaaniProject_S_Chhattisgarh_Korba_97244_10942351_CGKBVEM_92453_9639_13930.wav,Chhattisgarh,Korba,Chhattisgarhi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_ccbb57b7.html
IISc_VaaniProject_S_Chhattisgarh_Korba_97244_10943829_CGKBWP_334210_8327_15955.wav,Chhattisgarh,Korba,Chhattisgarhi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_9d8e016a.html
IISc_VaaniProject_S_AP_Krishna_111133_11582956_APKRCOS_114857_0_8815.wav,AndhraPradesh,Krishna,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_c682babb.html
IISc_VaaniProject_S_AP_Krishna_111133_11578928_APKRCO_81740_0_9359.wav,AndhraPradesh,Krishna,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_9ddae5b6.html
IISc_VaaniProject_S_AP_Krishna_111133_11575781_APKRBUPS_235619_8041_18959.wav,AndhraPradesh,Krishna,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_157ff9d8.html
IISc_VaaniProject_S_WestBengal_Kolkata_96938_10925856_UPVNTA_123290_498_8342.wav,WestBengal,Kolkata,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_69cd9830.html
IISc_VaaniProject_S_WestBengal_Kolkata_111393_11610317_WBKKZO_12750_0_7107.wav,WestBengal,Kolkata,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_5f49fa9f.html
IISc_VaaniProject_S_AP_Krishna_124617_12234639_APKRGT_52475_8_10881.wav,AndhraPradesh,Krishna,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_1853c16a.html
IISc_VaaniProject_S_AP_Krishna_124617_12225854_APKRGA_173613_650_8391.wav,AndhraPradesh,Krishna,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_8eaa7113.html
IISc_VaaniProject_S_AP_Krishna_133338_12709326_APKRCO_81740_9347_18419.wav,AndhraPradesh,Krishna,Telugu,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_1843f244.html
IISc_VaaniProject_M_BR_Muzaffarpur_Munn67824_0720270000_pic_221_7354_13294.wav,Bihar,Muzaffarpur,Bhojpuri,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_472a3284.html
IISc_VaaniProject_M_BR_Muzaffarpur_Sudh06492_1049020000_BHMZCOS_374988_12867_18394.wav,Bihar,Muzaffarpur,Bhojpuri,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_53b650d6.html
IISc_VaaniProject_S_Bihar_Muzaffarpur_123972_12582503_TGKPL_26786_260_12674.wav,Bihar,Muzaffarpur,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_0c797db7.html
IISc_VaaniProject_M_BR_Muzaffar_09299738_1143100000_UPVNGT_43718_1056_20189.wav,Bihar,Muzaffarpur,Hindi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_c23ca24b.html
IISc_VaaniProject_M_BR_Muzaffarpur_Aart38487_0205500000_BHMZBK_374573_7265_12214.wav,Bihar,Muzaffarpur,Bajjika,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_de8c922d.html
IISc_VaaniProject_M_BR_Muzaffarpur_Aart38487_1029110000_BHMZSH_376277_758_4896.wav,Bihar,Muzaffarpur,Bajjika,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_2df83b87.html
IISc_VaaniProject_M_BR_Muzaffarpur_Aart38487_0159500000_BHMZRE_29972_7461_11490.wav,Bihar,Muzaffarpur,Bajjika,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_12524f37.html
IISc_VaaniProject_M_BR_Muzaffarpur_Aart38487_0207260000_pic_132_13758_22566.wav,Bihar,Muzaffarpur,Bajjika,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_5633662c.html
IISc_VaaniProject_M_MH_Pune_Kaus88707_1215260000_MRPPO_297773_9100_13209.wav,Maharashtra,Pune,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_ff635d14.html
IISc_VaaniProject_M_MH_Pune_Kaus88707_1213540000_MRPSR_205821_7312_9946.wav,Maharashtra,Pune,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_67729bde.html
IISc_VaaniProject_M_MH_Pune_Kaus88707_1246460000_MRPOTHER_205875_1814_8125.wav,Maharashtra,Pune,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_516909dc.html
IISc_VaaniProject_M_MH_Pune_Kaus88707_1252430000_MRPMEC_20756_1543_6039.wav,Maharashtra,Pune,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_9b87dcc8.html
IISc_VaaniProject_S_Maharashtra_Pune_128712_12594285_JKJHE_313385_8_10536.wav,Maharashtra,Pune,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_76217283.html
IISc_VaaniProject_M_WB_Purulia_Deba49018_1506280000_WBPLML_1760_3994_10597.wav,WestBengal,Purulia,Bengali,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_9d8b18c3.html
IISc_VaaniProject_S_WestBengal_Purulia_107738_11986404_BHARBC_352009_4717_17756.wav,WestBengal,Purulia,Bengali,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_1afc5df5.html
IISc_VaaniProject_S_WestBengal_Purulia_117640_12526937_TGNLAC_44376_11576_19162.wav,WestBengal,Purulia,Bengali,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_97b167b5.html
IISc_VaaniProject_S_WestBengal_Purulia_146979_13332955_WBPLHE_1486_874_9725.wav,WestBengal,Purulia,Bengali,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_5061f9fa.html
IISc_VaaniProject_S_WestBengal_Purulia_107738_11372352_WBPLAC_183611_10870_18757.wav,WestBengal,Purulia,Bengali,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_eceb6e94.html
IISc_VaaniProject_S_Karnataka_Raichur_97565_10983156_KTRPP_359887_9293_18999.wav,Karnataka,Raichur,Hindi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_eafb17f8.html
IISc_VaaniProject_M_KA_Raichur_Suma42737_1240540000_KTDKATES_219783_14056_17489.wav,Karnataka,Raichur,Kannada,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_ff9c2aaa.html
IISc_VaaniProject_M_KA_Raichur_Devi44640_0205140000_KTRBU_358719_1252_5438.wav,Karnataka,Raichur,Kannada,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_616f3124.html
IISc_VaaniProject_M_CG_Rajnandgaon_musk04114_0752230000_BHGJPA_192350_7612_10921.wav,Chhattisgarh,Rajnandgaon,Chhattisgarhi,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_06487988.html
IISc_VaaniProject_M_CG_Raigarh_Jyot78882_1215410000_KTDHOTHER_299190_11158_14056.wav,Chhattisgarh,Raigarh,Oriya,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_21be8c5f.html
IISc_VaaniProject_M_CG_Raigarh_Jyot78882_1140090000_CGRGPG_41553_6276_10542.wav,Chhattisgarh,Raigarh,Oriya,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_ee84fe6b.html
IISc_VaaniProject_M_KA_Shimoga_Deek35084_0921340000_KTSMGHC_336977_21784_25200.wav,Karnataka,Shimoga,Kannada,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c9e855dc.html
IISc_VaaniProject_S_Karnataka_Shimoga_72382_10098576_KTSMGPG_145941_4776_16094.wav,Karnataka,Shimoga,Kannada,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_f3a44934.html
IISc_VaaniProject_M_MH_Sindhudurga_Shub32341_1046090000_TGNLAC_44376_19797_24960.wav,Maharashtra,Sindhudurg,Marathi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_91ad8683.html
IISc_VaaniProject_M_MH_Sindhudurga_Raju22936_0522010000_MRSDOTHER_134961_20537_22569.wav,Maharashtra,Sindhudurg,Marathi,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_1963433d.html
IISc_VaaniProject_M_BR_Supaul_Ramk99707_1614300000_BHSUTE_343733_8436_10427.wav,Bihar,Supaul,Maithili,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_ef761d64.html
IISc_VaaniProject_M_BR_Supaul_Raju81143_0627520000_BHSURE_343405_8273_11544.wav,Bihar,Supaul,Maithili,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_aabc39d5.html
IISc_VaaniProject_S_Bihar_Vaishali_105231_11308194_KTDHSC_2515_10321_18943.wav,Bihar,Vaishali,Maithili,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_ee493757.html
WestBengal_Alipurduar_Alipurduar844425030550189_045_GENERIC_0766_4172_9604.wav,WestBengal,Alipurduar,bhojpuri,female,https://storage.googleapis.com/ph2-website-samples/website1temp/WestBengal_Alipurduar_Alipurduar844425030550189_045_GENERIC_0766_4172_9604.html
WestBengal_Alipurduar_Alipurduar844425030550189_057_GENERIC_1218_9988_14759.wav,WestBengal,Alipurduar,bhojpuri,female,https://storage.googleapis.com/ph2-website-samples/website2temp/WestBengal_Alipurduar_Alipurduar844425030550189_057_GENERIC_1218_9988_14759.html
WestBengal_Alipurduar_Alipurduar844425030550189_008_GENERIC_0309_12792_17540.wav,WestBengal,Alipurduar,bhojpuri,female,https://storage.googleapis.com/ph2-website-samples/website3temp/WestBengal_Alipurduar_Alipurduar844425030550189_008_GENERIC_0309_12792_17540.html
WestBengal_Alipurduar_Alipurduar844425030550189_049_GENERIC_0781_12738_17301.wav,WestBengal,Alipurduar,bhojpuri,female,https://storage.googleapis.com/ph2-website-samples/website4temp/WestBengal_Alipurduar_Alipurduar844425030550189_049_GENERIC_0781_12738_17301.html
WestBengal_Alipurduar_Alipurduar844425030550189_060_Alipurduar-SPECIFIC_00805_14882_19418.wav,WestBengal,Alipurduar,bhojpuri,female,https://storage.googleapis.com/ph2-website-samples/website5temp/WestBengal_Alipurduar_Alipurduar844425030550189_060_Alipurduar-SPECIFIC_00805_14882_19418.html
WestBengal_Alipurduar_Alipurduar844425030550102_016_Alipurduar-SPECIFIC_01298_4024_10258.wav,WestBengal,Alipurduar,bhojpuri,male,https://storage.googleapis.com/ph2-website-samples/website6temp/WestBengal_Alipurduar_Alipurduar844425030550102_016_Alipurduar-SPECIFIC_01298_4024_10258.html
WestBengal_Alipurduar_Alipurduar844425030550360_028_GENERIC_0004_4354_10133.wav,WestBengal,Alipurduar,bhojpuri,male,https://storage.googleapis.com/ph2-website-samples/website7temp/WestBengal_Alipurduar_Alipurduar844425030550360_028_GENERIC_0004_4354_10133.html
WestBengal_Alipurduar_Alipurduar844425030550360_015_Alipurduar-SPECIFIC_00791_2434_7910.wav,WestBengal,Alipurduar,bhojpuri,male,https://storage.googleapis.com/ph2-website-samples/website8temp/WestBengal_Alipurduar_Alipurduar844425030550360_015_Alipurduar-SPECIFIC_00791_2434_7910.html
WestBengal_Alipurduar_Alipurduar844425030550360_027_Alipurduar-SPECIFIC_01243_2089_7487.wav,WestBengal,Alipurduar,bhojpuri,male,https://storage.googleapis.com/ph2-website-samples/website9temp/WestBengal_Alipurduar_Alipurduar844425030550360_027_Alipurduar-SPECIFIC_01243_2089_7487.html
WestBengal_Alipurduar_Alipurduar844425030550360_001_GENERIC_0722_4962_10178.wav,WestBengal,Alipurduar,bhojpuri,male,https://storage.googleapis.com/ph2-website-samples/website10temp/WestBengal_Alipurduar_Alipurduar844425030550360_001_GENERIC_0722_4962_10178.html
AndhraPradesh_Annamaya_Gaya36866424f9b3_36866095304000094462_Annamaya-SPECIFIC_00599_958_10931.wav,AndhraPradesh,Annamaya,english,female,https://storage.googleapis.com/ph2-website-samples/website11temp/AndhraPradesh_Annamaya_Gaya36866424f9b3_36866095304000094462_Annamaya-SPECIFIC_00599_958_10931.html
AndhraPradesh_Annamaya_Korl462075cbb320_46207101443000096185_Annamaya-SPECIFIC_01668_690_10260.wav,AndhraPradesh,Annamaya,english,female,https://storage.googleapis.com/ph2-website-samples/website14temp/AndhraPradesh_Annamaya_Korl462075cbb320_46207101443000096185_Annamaya-SPECIFIC_01668_690_10260.html
AndhraPradesh_Annamaya_sule04564525f9f3_04564143702000089854_Annamaya-SPECIFIC_00312_12985_22983.wav,AndhraPradesh,Annamaya,telugu,female,https://storage.googleapis.com/ph2-website-samples/website17temp/AndhraPradesh_Annamaya_sule04564525f9f3_04564143702000089854_Annamaya-SPECIFIC_00312_12985_22983.html
AndhraPradesh_Annamaya_navy84532156661a_84532135625000099772_GENERIC_0904_0_9995.wav,AndhraPradesh,Annamaya,telugu,female,https://storage.googleapis.com/ph2-website-samples/website18temp/AndhraPradesh_Annamaya_navy84532156661a_84532135625000099772_GENERIC_0904_0_9995.html
AndhraPradesh_Annamaya_vasa5186320db4bf_51863064110000087764_Annamaya-SPECIFIC_01103_15366_25360.wav,AndhraPradesh,Annamaya,telugu,female,https://storage.googleapis.com/ph2-website-samples/website19temp/AndhraPradesh_Annamaya_vasa5186320db4bf_51863064110000087764_Annamaya-SPECIFIC_01103_15366_25360.html
AndhraPradesh_Annamaya_Saii23903d8e635a_23903093703000091339_Annamaya-SPECIFIC_01753_12550_22530.wav,AndhraPradesh,Annamaya,telugu,male,https://storage.googleapis.com/ph2-website-samples/website21temp/AndhraPradesh_Annamaya_Saii23903d8e635a_23903093703000091339_Annamaya-SPECIFIC_01753_12550_22530.html
AndhraPradesh_Annamaya_saiv0677269e71ef_06772094436000069598_GENERIC_1119_15268_25240.wav,AndhraPradesh,Annamaya,telugu,male,https://storage.googleapis.com/ph2-website-samples/website22temp/AndhraPradesh_Annamaya_saiv0677269e71ef_06772094436000069598_GENERIC_1119_15268_25240.html
AndhraPradesh_Annamaya_saiv0677269e71ef_06772100611000069598_Annamaya-SPECIFIC_00923_15255_25200.wav,AndhraPradesh,Annamaya,telugu,male,https://storage.googleapis.com/ph2-website-samples/website25temp/AndhraPradesh_Annamaya_saiv0677269e71ef_06772100611000069598_Annamaya-SPECIFIC_00923_15255_25200.html
Karnataka_Bangalore_Bangalore844425030524887_038_GENERIC_1189_6030_15276.wav,Karnataka,Bangalore,assamese,female,https://storage.googleapis.com/ph2-website-samples/website26temp/Karnataka_Bangalore_Bangalore844425030524887_038_GENERIC_1189_6030_15276.html
Karnataka_Bangalore_Bangalore844425030524887_040_GENERIC_1057_936_9594.wav,Karnataka,Bangalore,assamese,female,https://storage.googleapis.com/ph2-website-samples/website27temp/Karnataka_Bangalore_Bangalore844425030524887_040_GENERIC_1057_936_9594.html
Karnataka_Bangalore_Bangalore844425030524887_041_Bangalore-SPECIFIC_00043_7234_15641.wav,Karnataka,Bangalore,assamese,female,https://storage.googleapis.com/ph2-website-samples/website28temp/Karnataka_Bangalore_Bangalore844425030524887_041_Bangalore-SPECIFIC_00043_7234_15641.html
Karnataka_Bangalore_Bangalore844425030524887_013_GENERIC_0543_7750_16100.wav,Karnataka,Bangalore,assamese,female,https://storage.googleapis.com/ph2-website-samples/website29temp/Karnataka_Bangalore_Bangalore844425030524887_013_GENERIC_0543_7750_16100.html
Karnataka_Bangalore_Bangalore844425030524887_041_Bangalore-SPECIFIC_00043_16149_24051.wav,Karnataka,Bangalore,assamese,female,https://storage.googleapis.com/ph2-website-samples/website30temp/Karnataka_Bangalore_Bangalore844425030524887_041_Bangalore-SPECIFIC_00043_16149_24051.html
Karnataka_Bangalore_Bangalore844425030616147_006_Bangalore-SPECIFIC_02007_1294_13245.wav,Karnataka,Bangalore,assamese,male,https://storage.googleapis.com/ph2-website-samples/website31temp/Karnataka_Bangalore_Bangalore844425030616147_006_Bangalore-SPECIFIC_02007_1294_13245.html
Karnataka_Bangalore_Bangalore844425030616147_011_Bangalore-SPECIFIC_01684_1202_12087.wav,Karnataka,Bangalore,assamese,male,https://storage.googleapis.com/ph2-website-samples/website32temp/Karnataka_Bangalore_Bangalore844425030616147_011_Bangalore-SPECIFIC_01684_1202_12087.html
Karnataka_Bangalore_Bangalore844425030616147_016_Bangalore-SPECIFIC_00942_6342_17105.wav,Karnataka,Bangalore,assamese,male,https://storage.googleapis.com/ph2-website-samples/website33temp/Karnataka_Bangalore_Bangalore844425030616147_016_Bangalore-SPECIFIC_00942_6342_17105.html
Karnataka_Bangalore_Bangalore844425030616147_008_GENERIC_0982_990_11292.wav,Karnataka,Bangalore,assamese,male,https://storage.googleapis.com/ph2-website-samples/website34temp/Karnataka_Bangalore_Bangalore844425030616147_008_GENERIC_0982_990_11292.html
Karnataka_Bangalore_Bangalore844425030524893_048_GENERIC_0252_9924_20226.wav,Karnataka,Bangalore,assamese,male,https://storage.googleapis.com/ph2-website-samples/website35temp/Karnataka_Bangalore_Bangalore844425030524893_048_GENERIC_0252_9924_20226.html
