name,district,language,gender,link
IISc_VaaniProject_M_BR_Samastip_Ashr74527_0556260000_BHSPAC_362108_6400_12480,Samastipur,URDU,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_bb6d1358.html
IISc_VaaniProject_M_BR_Samastip_Ashr74527_0600280000_BHSPLK_368970_981_6506,Samastipur,URDU,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_13025c12.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_90766_10691242_UPHAMP_372984_6508_15247,Sahebganj,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_2303d435.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_91197_10709145_JKSBHO_169242_80_7788,Sahebganj,BENGALI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_69514ba8.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_91197_10705849_JKSBEV_134053_0_12723,Sahebganj,BENGALI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_300a6ef5.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_91197_10705849_JKSBEV_134053_13023_19482,Sahebganj,BENGALI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_4aeb837b.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_69379_9809182_TGKPL_26786_1575_12391,Sahebganj,BHOJPURI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_b64b1a5f.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_69379_9809182_TGKPL_26786_12527_17851,Sahebganj,BHOJPURI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_70810afb.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_69379_9798905_BHGJSL_162588_100_10238,Sahebganj,BHOJPURI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_04ebd087.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_101839_11101512_KTDKAFIM_79655_7151_16529,Sahebganj,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_023bbff5.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_101839_11101064_DOA_294372_15398_17575,Sahebganj,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_66f1bff8.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_101839_11101512_KTDKAFIM_79655_17_6822,Sahebganj,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_0ada3130.html
JH_Sahebgan_Bikr89721_0516050000_JKSBMO_240898_22080_24405.wav,Sahebganj,KHORTHA,male,https://storage.googleapis.com/vaani-website-sample-files/JH_Sahebgan_Bikr89721_0516050000_JKSBMO_240898_22080_24405.mp4
IISc_VaaniProject_M_JH_Sahebgan_66004337_0723580000_JKSBMR_51400_3889_9578,Sahebganj,KHORTHA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_6944db06.html
IISc_VaaniProject_M_JH_Sahebgan_66004337_0727410000_JKSBDM_55936_1567_7291,Sahebganj,KHORTHA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_af290af0.html
JH_Sahebganj_93941145_1328170000_JKSBTO_329073_2210_8615.wav,Sahebganj,KHORTHA,female,https://storage.googleapis.com/vaani-website-sample-files/JH_Sahebganj_93941145_1328170000_JKSBTO_329073_2210_8615.mp4
Jharkhand_Sahebganj_125396_12094355_TGKST_26878_0_2599.wav,Sahebganj,KURMALI,male,https://storage.googleapis.com/vaani-website-sample-files/Jharkhand_Sahebganj_125396_12094355_TGKST_26878_0_2599.mp4
IISc_VaaniProject_S_Jharkhand_Sahebganj_88927_10569133_TGNLGS_51170_8385_19929,Sahebganj,MARATHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_eb4c1646.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_88927_10568604_TGNLGS_50986_3_11201,Sahebganj,MARATHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_b25b45c0.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_88927_10565887_TGNLBK_185035_9673_19597,Sahebganj,MARATHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_0ab56b1b.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_88927_10565646_TGKSR_101708_236_13015,Sahebganj,MARATHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_4f30b2ea.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_88927_10565987_TGKRE_7930_52_8247,Sahebganj,MARATHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_5fe1057a.html
JH_Sahebgan_BABL92574_0834190000_JKSBTA_329031_16949_18570.wav,Sahebganj,SANTALI,male,https://storage.googleapis.com/vaani-website-sample-files/JH_Sahebgan_BABL92574_0834190000_JKSBTA_329031_16949_18570.mp4
IISc_VaaniProject_M_JH_Sahebgan_31110132_1148280000_JKSBOTHER_328571_12800_14837,Sahebganj,SANTALI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_9a7e7251.html
Jharkhand_Sahebganj_129928_12336234_JKSBGS_169220_5234_8774.wav,Sahebganj,SANTALI,female,https://storage.googleapis.com/vaani-website-sample-files/Jharkhand_Sahebganj_129928_12336234_JKSBGS_169220_5234_8774.mp4
IISc_VaaniProject_S_Jharkhand_Sahebganj_129871_12330214_JKSBGY_51440_599_10945,Sahebganj,SANTALI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_ffcb47ce.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_129871_12337141_JKSBHIS_328449_180_6603,Sahebganj,SANTALI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_5c9d38df.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_129871_12294595_JKSBFA_328229_650_9342,Sahebganj,SANTALI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_c2615853.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_129871_12331510_JKSBHEC_151014_562_3583,Sahebganj,SANTALI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_6a0803a2.html
IISc_VaaniProject_S_Jharkhand_Sahebganj_129871_12330741_JKSBFT_51212_616_7662,Sahebganj,SANTALI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_dc75c062.html
Bihar_Supaul_72435_10249484_BHVSAUR_219535_0_9357.wav,Supaul,ANGIKA,male,https://storage.googleapis.com/vaani-website-sample-files/Bihar_Supaul_72435_10249484_BHVSAUR_219535_0_9357.mp4
BR_Supaul_Kanc45360_0902030000_BHSUPA_211451_8512_17504.wav,Supaul,HINDI,female,https://storage.googleapis.com/vaani-website-sample-files/BR_Supaul_Kanc45360_0902030000_BHSUPA_211451_8512_17504.mp4
IISc_VaaniProject_S_Bihar_Supaul_108516_11498581_MRDGT_294897_12617_19761,Supaul,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_bd2d4821.html
IISc_VaaniProject_S_Bihar_Supaul_108516_11498099_APATHE_97674_278_11422,Supaul,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_697702c2.html
IISc_VaaniProject_S_Bihar_Supaul_108516_11498581_MRDGT_294897_118_12377,Supaul,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_d95205fa.html
IISc_VaaniProject_S_Bihar_Supaul_108516_11496023_WBPLOTHER_202329_20_14662,Supaul,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_aab5402c.html
BR_Supaul_Sura37701_1750080000_BHSUOTHER_343167_14848_20565.wav,Supaul,HINDI,male,https://storage.googleapis.com/vaani-website-sample-files/BR_Supaul_Sura37701_1750080000_BHSUOTHER_343167_14848_20565.mp4
IISc_VaaniProject_S_Bihar_Supaul_109835_11485735_TGKSR_101730_11721_19921,Supaul,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_da3f61e6.html
IISc_VaaniProject_S_Bihar_Supaul_109835_11489240_TGKSR_101728_20_8601,Supaul,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_659c6ee0.html
IISc_VaaniProject_S_Bihar_Supaul_109835_11489304_TGNLSC_15238_12661_20431,Supaul,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_b8ccdcac.html
BR_Supaul_Dipi89260_1142340000_BHSUMEC_236570_20828_22732.wav,Supaul,MAITHILI,female,https://storage.googleapis.com/vaani-website-sample-files/BR_Supaul_Dipi89260_1142340000_BHSUMEC_236570_20828_22732.mp4
Bihar_Saharsa_72742_9961747_BHSHCS_133671_8931_15659.wav,Saharsa,ANGIKA,female,https://storage.googleapis.com/vaani-website-sample-files/Bihar_Saharsa_72742_9961747_BHSHCS_133671_8931_15659.mp4
IISc_VaaniProject_S_Bihar_Saharsa_72742_9962249_BHSHFT_136073_0_10528,Saharsa,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_25ccb2b7.html
IISc_VaaniProject_S_Bihar_Saharsa_72742_9963527_BHSHFT_136064_9999_14963,Saharsa,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_34d17c06.html
IISc_VaaniProject_S_Bihar_Saharsa_72742_9963181_BHSHFE_322569_19_13816,Saharsa,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_b6966104.html
IISc_VaaniProject_S_Bihar_Saharsa_72742_9963388_BHSHFE_193843_0_8366,Saharsa,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_923b4aff.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9799055_KTDHOTHER_299186_6988_18118,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_d32a6c41.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9798413_CGKDOTHER_301479_8116_14729,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_ee625f5e.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9799374_CGKDMT_32219_10468_19288,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_2798f5e5.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9799073_KTCMICC_300336_0_9695,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_e84a14c8.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9800618_KTDKAFM_54217_9539_16242,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_0c104b3e.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9800340_KTDHHE_273325_13877_17201,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_4919979a.html
IISc_VaaniProject_S_Bihar_Saharsa_69101_9798413_CGKDOTHER_301479_4_8116,Saharsa,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_4a3ef237.html
IISc_VaaniProject_S_Bihar_Saharsa_118089_11975396_BHSHOTHER_107458_2_7546,Saharsa,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_28223378.html
IISc_VaaniProject_S_Bihar_Saharsa_118089_11974720_BHSHOTHER_107417_9584_19943,Saharsa,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_272312a7.html
IISc_VaaniProject_S_Bihar_Saharsa_118089_11974628_BHSHOTHER_107477_0_8887,Saharsa,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_2d1e2549.html
IISc_VaaniProject_S_Bihar_Saharsa_125020_12094376_KTDHOTHER_299190_6573_11305,Saharsa,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_630d461d.html
IISc_VaaniProject_S_Bihar_Saharsa_125020_12092621_UPHCO_373067_87_10684,Saharsa,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_1b456905.html
IISc_VaaniProject_S_Bihar_Saharsa_125020_12094562_MRAAT_256643_667_9799,Saharsa,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_b3247fbd.html
IISc_VaaniProject_S_Bihar_Saharsa_125020_12094051_BHSHAC_160001_633_8730,Saharsa,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_2ec7bdf8.html
IISc_VaaniProject_S_Bihar_Saharsa_125020_12094562_MRAAT_256643_9824_15346,Saharsa,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_6595045a.html
BR_Saharsa_71773343_0530510000_CGKDSH_130300_11552_16896.wav,Saharsa,MAITHILI,male,https://storage.googleapis.com/vaani-website-sample-files/BR_Saharsa_71773343_0530510000_CGKDSH_130300_11552_16896.mp4
IISc_VaaniProject_S_Bihar_Saharsa_69871_9843786_BHGGCH_363632_5_9084,Saharsa,MAITHILI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_48f57b41.html
IISc_VaaniProject_S_Bihar_Purnia_77618_10205424_BHPUSL_154096_9579_15429,Purnia,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c39e1938.html
IISc_VaaniProject_S_Bihar_Purnia_77618_10205459_BHPURI_25846_262_7689,Purnia,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_aa9a2012.html
IISc_VaaniProject_S_Bihar_Purnia_77618_10205299_BHPURMS_145865_414_12282,Purnia,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c8c5698c.html
IISc_VaaniProject_S_Bihar_Purnia_79128_10256152_BHHT_107982_170_4236,Purnia,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_23b5b028.html
IISc_VaaniProject_S_Bihar_Purnia_79128_10256015_BHJHOTHER_107150_11853_14716,Purnia,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_9f603ed0.html
IISc_VaaniProject_S_Bihar_Purnia_79128_10256152_BHHT_107982_4739_15300,Purnia,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_03390164.html
IISc_VaaniProject_S_Bihar_Purnia_79128_10255787_BHJHPP_132935_9887_14118,Purnia,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_9d3fd75e.html
IISc_VaaniProject_S_Bihar_Purnia_79128_10255787_BHJHPP_132935_0_2872,Purnia,ANGIKA,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_d4b9aa31.html
BR_Purnia_07132010_0415100000_KTDKAFM_54217_14049_21760.wav,Purnia,ANGIKA,female,https://storage.googleapis.com/vaani-website-sample-files/BR_Purnia_07132010_0415100000_KTDKAFM_54217_14049_21760.mp4
Bihar_Purnia_150189_13594589_BHPUWP_114713_55_9423.wav,Purnia,CHATTISGARHI,female,https://storage.googleapis.com/vaani-website-sample-files/Bihar_Purnia_150189_13594589_BHPUWP_114713_55_9423.mp4
IISc_VaaniProject_S_Bihar_Purnia_150189_13596016_BHPUWAF_200419_10400_17731,Purnia,CHATTISGARHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_b242f2da.html
IISc_VaaniProject_S_Bihar_Purnia_150189_13596016_BHPUWAF_200419_0_10016,Purnia,CHATTISGARHI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_9d601e60.html
IISc_VaaniProject_S_Bihar_Purnia_97823_10960521_BHPUCP_177582_12425_20268,Purnia,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c1f18d6f.html
IISc_VaaniProject_S_Bihar_Purnia_97823_10961056_BHPUCA_294653_402_12620,Purnia,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c122898a.html
IISc_VaaniProject_S_Bihar_Purnia_97823_10960257_BHPUCYR_161322_306_7160,Purnia,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_43d71d98.html
IISc_VaaniProject_S_Bihar_Purnia_97823_10960449_BHPUCH_177602_251_10719,Purnia,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_aba7ae78.html
IISc_VaaniProject_S_Bihar_Purnia_97823_10960891_BHPUCA_294651_498_13312,Purnia,HINDI,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_470d737f.html
IISc_VaaniProject_S_Bihar_Purnia_125180_12087097_BHGJHIS_186622_242_8486,Purnia,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_4ad4026d.html
IISc_VaaniProject_S_Bihar_Purnia_125180_12087547_BHGJFT_155653_160_8087,Purnia,HINDI,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_bc03ee2e.html
BR_Purnia_Mani96365_1354480000_KTDKAMT_33307_995_9228.wav,Purnia,MAITHILI,male,https://storage.googleapis.com/vaani-website-sample-files/BR_Purnia_Mani96365_1354480000_KTDKAMT_33307_995_9228.mp4
BR_Purnia_Sapn13260_0810260000_BHPUVEM_147303_3568_5850.wav,Purnia,MAITHILI,female,https://storage.googleapis.com/vaani-website-sample-files/BR_Purnia_Sapn13260_0810260000_BHPUVEM_147303_3568_5850.mp4
IISc_VaaniProject_S_Bihar_Purnia_130784_12486849_BHPUPL_114635_10086_20505,Purnia,URDU,female,https://storage.googleapis.com/audio_image_html_files/html_files/output_2244b6cc.html
IISc_VaaniProject_S_Bihar_Bhagalpur_104284_11226801_BHBPBU_13816_17_5368,Bhagalpur,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_c332d6da.html
IISc_VaaniProject_S_Bihar_Bhagalpur_104284_11225429_BHBPBU_2328_0_8326,Bhagalpur,ANGIKA,male,https://storage.googleapis.com/audio_image_html_files/html_files/output_d4f3156b.html
